translated	text
1	"쓰지 않는 그릇과 냄비는 꽃으로, 플라스틱 바구니를 쌓아 가짜 코린트식 기둥으로 만든다."
0	시장 점유율에서는 삼성전자가 선두를 유지하는 가운데 2위로 올라선 중국 화웨이가 애플과의 격차를 벌릴 것으로 전망된다.
1	삼성전자가 점유율 1위, 2위인 중국 화웨이가 애플과의 격차를 벌릴 것으로 예상된다”고 말했다.
0	이 법안에는 총기 등록 갱신기간을 5년에서 10년으로 늘리고 개인의 소유할 수 있는 총기의 수를 2정에서 4정으로 늘리는 등의 내용이 담겼다.
1	이 법안에는 총기 등록 갱신 기간을 5년에서 10년으로 늘리고 개인이 소유할 수 있는 총기 수를 2에서 4로 늘리는 내용이 포함되었습니다.
0	수업은 어린이의 눈높이에 맞춘 교육방식과 어린이의 최대 집중 시간을 고려한 25분으로 진행하며 학부모의 큰 주목을 받아왔다.
1	"아이들의 집중도와 최대 집중 시간을 고려하여 25분간 수업을 진행하여 학부모님들의 많은 관심을 받고 있습니다."
0	여름철에는 숲속의 집 등 모든 숙박시설이 꽉 찰 정도로 인기몰이를 하며 산림휴양 관광자원으로 확고히 자리매김했다.
1	"여름에는 숲속의집을 비롯한 모든 숙소가 최상층에 있고, 모두 사람들로 북적이며, 산림휴양관광자원으로 자리 잡았습니다."
0	저렴한 숙박료와 잘 갖춰진 편의시설에 기록적인 폭염으로 먼 관광지 보다 인근 산이나 가까운 휴양림을 선호한 피서문화 변화도 한 몫 한 것으로 보인다.
1	“기록적인 폭염으로 먼 관광지보다 가까운 산이나 가까운 휴양림을 선호하는 문화 변화와 저렴한 숙박시설, 잘 갖추어진 시설도 한 몫 한 것 같습니다.”
0	"용화면 조동리의 첩첩산중에 둘러싸인 민주지산자연휴양림은 풍부한 피톤치드와 음이온, 맑은 공기로 삼림욕장으로서는 최적의 조건을 갖추고 있다."
1	"용화면 조동리의 산으로 둘러싸인 민주지산자연휴양림은 풍부한 피톤치드와 음이온, 깨끗한 공기가 있어 자연휴양림으로서 최적의 조건을 갖추고 있습니다."
0	"주변에는 곧게 뻗은 고로쇠나무, 소나무, 참나무, 때죽나무 등이 자생하고 있어 숲속 길을 걷다보면 다량의 피톤치드가 정신적 피로를 말끔히 씻어준다."
1	"주변에 똑딱단풍, 소나무, 참나무, 눈꽃이 자라고 있으니 숲 속을 걸을 때면 다량의 피톤치드가 심신의 피로를 풀어줍니다."
0	"슬라비얀카는 기존 항로와 차별화돼 있고 이미 CIQ(출입국, 세관, 검역시설)도 있어 접안과 입국절차 등에도 문제가 없다."
1	"슬라뱐카는 기존 노선과 차별화되고 CIQ(세관·출입국·검역시설)가 이미 갖춰져 있어 국경 및 출입국 절차에 문제가 없다"고 말했다.
0	이번 보고회에서는 인구감소 대응사업 발굴 및 모든 사업의 일자리 창출 효과를 분석하고 부서별 목표 제시 및 업무공유와 협력을 위해 그룹별 토의를 진행했다.
1	이어 "이번 설명회에서는 일자리 창출이 전 사업에 미치는 영향을 분석하고, 인구감소 대책을 모색하고, 그룹별 토론회를 열어 부서별 목표를 제시하고 협력과제를 공유했다"고 설명했다.
0	인하대(총장 조명우)는 앞으로 다가올 남북평화시대에 발맞춰 인하대 연구진을 중심으로 북한지역 자원개발을 위한 ‘환황해권 북한자원개발 연구원’을 설립할 계획이라고 16일 밝혔다.
1	인하대학교(총장 조명우)는 북한의 지역자원 개발에 발맞추기 위해 인하대학교 연구원들과 함께 환황해북한자원개발원 설립 계획을 16일 밝혔다. 남북 평화시대"
0	이러한 연구 내용을 토대로 ICT-자원 융합기술과 같은 미래 혁신 산업을 육성해 남북이 모두 지속적으로 성장할 수 있는 기반을 마련하게 된다.
1	"이러한 연구 내용을 바탕으로 ICT-자원 융복합 기술 등 미래 혁신산업을 육성하고, 남북 지속 성장의 기반을 제공하겠다"고 말했다.
0	인하대는 이번 사업을 통해 북한은 광물자원을 활용한 경제 발전 기반을 마련하고 지하자원이 부족한 남한은 북한 원료광물 수입으로 원가 절감과 원료 조달 수급 위험성 해소 등의 효과를 기대하고 있다.
1	인하대는 이번 사업을 통해 북한은 광물자원을 활용한 경제발전 기반을 마련하고, 지하자원이 부족한 남한은 북한으로부터 원자재를 수입해 원자재 수입과 비용을 절감할 것으로 기대하고 있다.
0	"황해 지역은 전기, 항만, 도로, 철도 등 도시 인프라 상황을 고려했을 때 동해 지역보다 북한 자원 개발 비용이 유리하다."
1	“전기, 항만, 도로, 철도 등 도시기반시설을 고려할 때 북한의 자원개발비 측면에서 황해권이 동해권보다 유리하다.”
0	"주로 석탄과 철광석이 주로 매장돼 있고 흑연과 희토류, 아연, 몰리브덴 등 우리나라에서 많이 소비되고 있는 광물이 묻혀있다."
1	"석탄과 철광석이 주로 매장되고 흑연, 희토류 원소, 아연, 몰리브덴 등 한국에서 널리 소비되는 광물이 매장되어 있습니다."
0	"영국 하원에서 15일(현지시간) 브렉시트(Brexit·영국의 EU 탈퇴) 합의안이 부결되자, 정부가 영국과의 자유무역협정(FTA) 체결에 속도를 내겠다는 입장을 밝혔다."
1	“영국의 EU 탈퇴가 15일(현지시간) 국회에서 부결되자 정부는 영국과의 FTA 체결에 속도를 낸다는 입장을 밝혔다.
0	한국과 영국은 한·EU FTA 발효 후 관세 인하와 통관 절차 간소화 혜택 등으로 무역 규모가 증가했다.
1	“한-EU FTA 체결 이후 관세 인하와 통관 간소화 등의 혜택으로 한-영 교역량이 늘었다.”
0	정부는 단기적 대응 방안으로 영국 및 EU 수출 과정에서 피해를 보는 기업을 대상으로 한 ‘기업 지원 데스크’도 운영한다.
1	정부는 단기 대책으로 영국과 EU 수출 과정에서 어려움을 겪는 기업을 위한 기업지원데스크도 운영하고 있다”고 말했다.
0	연일 영하의 날씨가 이어져 계량기 동파사고가 속출하고 있는 16일 전북 전주시 맑은물 사업소 직원이 동파된 계량기를 정리하고 있다.
1	“16일 영하의 날씨로 수도 계량기의 동결 문제가 계속되자 전북 전주시 정수사무소 직원들이 냉동 수도 계량기를 수거하고 있습니다.”
0	"제2의 축구대표팀 트레이닝센터인 축구종합센터는 33만㎡ 규모의 부지에 훈련 교육이 가능한 체육시설, 교육시설, 편의시설 등이 건립된다."
1	33만㎡ 규모의 부지에 축구 2차 대표팀 훈련장인 축구종합센터에는 체육시설과 교육시설, 편의시설이 들어선다.
0	"중앙대 언론동문회(회장 임광기)는 제6회 중앙의혈언론인상 수상자로 김소영 한국일보 편집부 기자, 이승배 YTN 기획이슈팀 기자, 문상돈 MBC에브리원 ‘어서와 한국은 처음이지’ PD를 선정했다고 16일 밝혔다."
1	중앙대학교 미디어동문회(회장 이광기)는 16일 한국일보 김소영 편집부 기자, YTN 기획이슈팀 이승배 기자, MBC 에브리원 웰컴, 한국은 처음이지?PD를 발표했다. 제6회 중앙기자상으로 문상돈."
0	이 상은 중앙대의 교육 이념인 의와 참을 실천하고 한국 언론 발전에 기여해온 인물을 발굴해 격려하기 위하여 2014년 제정됐으며 올해로 6회째를 맞았다.
1	“올해로 6회째를 맞는 이 상은 한국 언론의 발전에 기여하고 중앙대학교의 이념인 정의와 진실을 실천한 사람들을 격려하고 격려하기 위해 2014년 제정되었습니다.”
0	엔씨문화재단은 이번 기부가 프로야구 선수로서 지역 야구 발전에 보탬이 되기 위한 박석민 선수의 자발적 의사로 이루어졌다고 전했다.
1	NC재단은 "이 기부는 프로야구 박석민 선수가 지역 야구단 발전에 기여하고 싶어 자발적으로 진행됐다"고 밝혔다.
0	"이날 출범식에서는 이채성 국민대 교학부총장(LINC+사업단장)의 축사, 학교기업 대표 및 임원들에 대한 임명장 수여와 강필수 센터장의 학교기업 ‘예술로’ 소개 및 사업계획 발표 등이 진행됐다."
1	"이 날 행사에서는 국민대학교 학부과정(LINC+사업장) 이채성 총장의 축사, 학교기업 대표 및 임원 위촉장 수여, 강필수 교수 소개 학교 회사 예슬로와 사업 계획이 진행됐다"고 말했다.
0	"지난해는 1만2500가구에 총 136억원을 지원했으며, 자가 가구 수급자 350가구에 10억2000만원을 투입해 LH공사와 연계한 집수리 지원 사업을 했다."
1	"지난해 12,500가구에 총 136억 원을 지원받았고, LH공사와 연계한 주택수리 지원사업은 350명의 주택구입자에게 102만 원을 투자해 진행됐다."
0	"위원회는 주낙영 경주시장과 정재훈 한국수력원자력 사장을 공동위원장으로 경주시의회, 체육인, 언론인, 시민단체와 산·학·연, 전문가 40명의 위원으로 구성됐다."
1	주낙영 경주시장과 정재훈 한국수력원자력 사장을 공동 위원장으로 하여 경주시의원, 운동선수, 언론인, 시민단체, 산업계 등 40여명으로 위원회를 구성했다. 학계 전문가."
0	"이들은 축구종합센터 후보지가 최종 확정될 때까지 자문과 홍보, 각 기관 및 단체의 유치 활동을 지원한다."
1	"축구 종합 센터의 후보 부지가 확정될 때까지 그들은 조언, 홍보 및 조직 유치에 도움을 줄 것입니다."
0	시는 보문 경주엑스포공원 내 사업부지 90%가 국·공유지로 보상 기간 단축 및 부지 확보가 쉽고 도로와 상하수도 등 기반시설 완비로 비용과 사업 기간을 크게 단축할 수 있음을 강점으로 내세웠다.
1	시는 보문시 경주엑스포공원 사업지의 90%가 보상기간을 단축하고 부지를 확보할 수 있는 국유지·공유지로, 도로, 상수도 등 기반시설과 시설을 대폭 완비할 수 있다는 점을 강조했다. 비용과 사업기간을 단축할 수 있습니다."
0	"인근 대구?포항?울산?김해공항과 신경주 KTX 역사를 비롯해 우수한 접근성과 대구스타디움, 울산문수월드컵경기장 등 A매치가 가능한 대형 축구장과의 인접성 또한 강점이다."
1	"대구/포항/울산/김해공항, 신경주 KTX역, 대구경기장, 울산문수월드컵경기장 등 A경기가 열리는 대형 축구장과도 가까운 것도 큰 장점입니다."
0	전북도와 전북도의회는 16일 이런 내용을 뼈대로 한 ‘전라북도 산하기관 등의 장 후보자에 대한 인사청문 실시 협약’을 했다.
1	"16일 전북도와 전북도의회는 이러한 틀을 바탕으로 전라북도 기관 장후보에 대한 인사청문회를 협정했습니다."
0	"인사청문 대상자 제출서류는 직무수행계획서, 자기소개서, 직업, 학력, 경력에 관한 증빙자료, 병역 및 재산신고, 범죄경력에 관한 증빙자료, 인사청문 공개 및 개인정보 공개에 대한 동의서 등이다."
1	인사청문회에 제출할 서류는 직무수행계획서, 자기소개서, 직무/학력/경력 기록, 병역 및 재산 신고서, 범죄경력, 인사청문 공개 동의서 등의 증빙자료입니다. 및 개인 정보의."
0	"케인이 최근 발목 부상을 당해 3월 초까지 결장이 예상되면서 기회를 받을 것이라는 전망도 있지만, 마우리시오 포체티노 감독의 전술과 맞지 않아 쓰임새가 마땅치 않다는 지적이 많다."
1	"최근 발목 부상을 당해 3월 초까지 결장할 예정인 케인 때문에 기회가 있을 것이라는 전망이 있지만, 포체티노의 전술에 맞지 않고 출전하지 않을 것이라는 조짐이 많다. 적합한."
0	유사시 제로톱(정통 공격수보다 미드필더를 공격에 활용하는 전술)에 쓸 수 있는 루카스 모우라(26)와 손흥민(26)은 각각 무릎 부상과 대표팀 차출을 이유로 클럽을 이탈했다.
1	"비상시 제로탑(스트라이커보다 미드필더를 활용하는 전술)이 가능한 루카스 모우라(26)와 손흥민(26)이 무릎 부상으로 결장했다. 그리고 각각 대표팀으로 임시 이적한다"고 말했다.
0	일각에선 토트넘이 예상치 못한 전력 공백으로 우승은커녕 유럽축구연맹(UEFA) 챔피언스리그 진출권 수성도 장담하지 못하는 상황이라는 우려가 나오고 있다.
1	"일각에서는 토트넘이 리그 우승을 할 수 없을 뿐만 아니라 유럽축구연맹(UEFA) 챔피언스리그 진출도 예상치 못한 스쿼드 격차로 인해 자격이 보장되지 않는다는 우려를 제기했습니다."
0	"이번 협약을 통해 양측이 각각 보유하고 있는 기술적, 사업적 역량을 토대로 고객에게 보다 높은 가치를 제공할 수 있는 상품과 서비스를 공동으로 개발할 계획이다."
1	이번 협약을 통해 양사는 각자 보유하고 있는 기술 및 사업 역량을 바탕으로 고객에게 더 높은 가치를 제공하는 제품과 서비스를 공동으로 개발할 계획이다.
0	"수소 및 수소전기차(FCEV) 연구·개발(R&D) 및 설비 확대에 2030년까지 약 7조6000억원을 투자할 계획이라고 밝히고 자율주행, 커넥티드카 등 미래차 기술 투자에도 적극 나서고 있다고 강조했다."
1	수소전기차(FCEV) 연구개발(R&D)과 장비 확충에 2030년까지 약 7조6000억원을 투자할 계획을 발표하고 자율주행 등 미래기술에 적극 투자하고 있음을 강조했다. 운전과 커넥티드 카."
0	시리아 북부 도시 만비즈에서 이슬람국가(IS)의 자살폭탄 테러가 발생해 미군 2명 등 14명이 사망했다고 시리아내전 감시단체 시리아인권관측소가 16일 밝혔다.
1	“시리아 내전 감시단체인 시리아인권관측소(Syrian Observatory for Human Rights)는 16일 이슬람국가(IS)의 자살폭탄테러로 미군 2명을 포함해 최소 14명이 사망했다고 발표했다.
0	"시는 포항 방문의 해를 맞아 포항 12경을 주제로 한 스탬프 투어, 대도시 게릴라 마케팅, 볼거리·먹거리·즐길 거리를 특화한 사계절 특화프로그램을 운영한다."
1	포항시 방문의 해를 맞아 포항 12경을 테마로 한 스탬프 투어와 대도시 게릴라 마케팅, 관광, 먹거리, 즐길거리를 전문으로 하는 계절별 특화 프로그램을 진행한다”고 말했다.
0	지난달 6일 성사 직전 ‘임단협 5년 유예조항’을 둘러싼 이견으로 교착 상태에 빠졌으나 정부·여당이 새해 벽두부터 협상재개 기류를 이끌고 있기 때문이다.
1	이어 “지난달 6일 5년 유예기간을 두고 이견이 터지기 직전에 교착 상태에 빠졌는데, 새해를 맞아 정부·여당이 협상 재개를 주도하고 있기 때문”이라고 말했다.
0	"이정은이 한국선수 신인왕 5연패를 달성할지, 지난해 최고 선수인 아리야 주타누간을 한국 낭자들이 막을수 있을지 등 올해 LPGA 투어의 흥미진진한 관전 포인트가 여럿 있다."
1	이어 "올해 LPGA 투어는 이정은이 5년 연속 한국 신인 인식 우승을 차지할 수 있을지, 한국 선수들이 지난해 1위 아리야 주타누간을 막을 수 있을지 귀추가 주목된다"고 말했다.
0	"캐디, 장비, 코치 교체 등 경기 외적인 문제로 최근 1∼2년간 어수선한 환경에 놓인 것도 경기력에 영향을 미쳤다는 지적이다."
1	“지난 1~2년 동안 캐디, 장비, 코치 교체 등 외부적인 문제로 무질서한 환경도 경기력에 영향을 미쳤다는 지적이 나온다.
0	신공항 건설지역을 놓고 부산·경남지역과 갈등을 빚었던 경북도 가덕도 신공항에 대해 ‘조건부 찬성’ 입장으로 선회하며 힘을 보태고 있다.
1	"신공항 건설 지역 건설을 위해 부산·경남도와 갈등을 겪었던 경북도가 가덕도 신항에 대해 조건부 찬성 입장으로 전환하고 있다."
0	영남권 신공항 논쟁은 2006년 노무현 전 대통령이 검토를 지시하면서 시작됐고 당시 영남권 5개 시·도는 가덕도와 밀양 건설을 주장하는 측으로 나뉘어 갈등을 빚었다.
1	"영남신공항 논란은 2006년 노무현 전 대통령이 재검토를 지시하면서 시작되었는데, 당시 영남권 5개 시·도가 가덕도와 밀양 건설을 놓고 다툼을 벌였다."
0	스마트폰 시장 정체로 양적 성장이 어려워진 상황에서 이익이 적은 중저가 시장에만 머무를 수 없기 때문이다.
1	"스마트폰 시장 침체로 양적 성장이 어려운 만큼 수익이 낮은 중저가 시장에 머물 수 없기 때문"이라고 말했다.
0	한국 축구대표팀은 16일 아랍에미리트연합(UAE) 아부다비 알나얀 스타디움에서 중국과 가진 아시안컵 조별리그 C조 3차전을 2대 0으로 승리했다.
1	"한국 축구대표팀이 16일 아랍에미리트(UAE) 아부다비 알나얀 스타디움에서 열린 아시안컵 C조 3차전 중국과의 경기에서 2:0으로 승리했다."
0	후반 정규시간 종료를 1분 앞두고 2-0으로 앞서 승리를 확신한 대표팀과 관중석의 환호성 속에서 유독 이승우만 웃지 못했다.
1	“대표팀이 경기 종료 1분 전, 환호하는 관중들 사이에서 2-0으로 앞서며 승리를 확신한 가운데, 이승우 혼자만 웃을 수 없었다.
0	손 의원은 17일 오전 tbs ‘김어준의 뉴스공장’에 출연해 SBS가 전날 보도한 차명 매입 의혹에 대해 해명했다.
1	손 앵커는 17일 오전 tbs 김어준의 뉴스팩토리에 출연해 전날 SBS가 제기한 차명구매 의혹에 대해 해명했다.
0	"조별리그 최종 전적 1승1무1패(승점 4)를 기록한 A조 3위 바레인, 1승2패(승점 3·골 0)로 완주한 C조 3위 키르기스스탄은 베트남보다 승점이나 골 득실차에서 앞섰다."
1	총 1승 1무 1패(승점 4)로 A조 3위인 바레인과 승점 2패(승점 3)로 A조 3위 키르기스스탄이 /0 골), 승점과 골 차이에서 베트남을 앞질렀습니다."
0	"이날 밤 10시30분(이하 한국시간)에 시작되는 오만과 투르크메니스탄의 F조 3차전이 1골차, 18일 오전 1시에 킥오프하는 북한과 레바논의 E조 3차전이 2골차 이내의 승부로 끝나면 베트남은 16강으로 진출한다."
1	"베트남은 오늘 밤 10시 30분 오만 대 투르크메니스탄 경기 F조 3차전이 1차전으로 끝나고 새벽 1시 북한과 레바논 경기인 E조 3차전으로 끝나면 16강에 간다. , 2골 미만 차이로 끝납니다."
0	"지사가 선정하는 지역 응급의료 센터에는 청주성모병원과 건국대 충주병원, 제천서울병원이 재지정됐고, 한국병원과 효성병원은 지역 응급의료 기관에서 지역 응급의료 센터로 격상됐다."
1	청주성모병원, 건국대 충주병원, 제천서울병원은 지역응급의료센터로, 한국병원과 효성병원은 지역응급의료기관에서 지역응급의료센터로 격상됐다.
0	"시장·군수가 정하는 지역 응급의료 기관에는 청주의료원과 하나병원, 충주의료원, 명지병원, 옥천성모병원, 영동병원, 진천성모병원, 괴산성모병원, 금왕태성병원이 재지정됐다."
1	“청주의료원, 하나병원, 충주의료원, 명지병원, 옥천성모병원, 영동병원, 진천성모병원, 괴산성모병원, 금왕태성병원이 재지정됐다. 지역응급의료기관으로
0	응급의료 센터·기관 지정은 응급의료에 관한 법률에 따른 것으로 도내 16개 센터·기관은 2021년까지 향후 3년간 보건복지부로부터 운영비 일부를 지원받는다.
1	"응급의료기관·기관 지정은 응급의료법에 의거 2021년까지 3년간 보건복지부로부터 운영비의 일부를 도내 16개 기관·기관에서 지원한다."
0	이 경기의 중계방송을 넘어선 시청률은 다른 방송사·시간대를 통틀어도 주중 밤 8시30분 KBS 1에서 방송된 일일드라마 ‘비켜라 운명아’의 20.1%뿐이다.
1	다른 모든 방송사/방송 시간을 통틀어 이 방송 시청률을 넘은 유일한 프로그램은 KBS1 밤 8시 30분에 방송된 일일 연속극 '내 인생이다'가 20.1%를 기록했다.
0	이 사고로 식당 앞에 서 있던 정모(55)씨가 크게 다쳤고 급히 출동한 구급대의 응급처치를 받으며 병원으로 이송됐으나 결국 사망했다.
1	이 사고로 식당 앞에 서 있던 정(55)씨가 크게 다쳤고, 급하게 출동한 구급대원들의 응급처치를 받고 병원으로 이송됐지만 결국 숨졌다.
0	"철도공단은 이 사업을 통해 한국 철도기술의 동토(凍土) 구간 적용가능 여부 확인, 러시아 철도 관련 사항 전반에 대해 이해할 수 있는 계기가 될 것으로 기대하고 있다."
1	철도공사는 이번 프로젝트가 얼어붙은 땅에 대한 한국 철도기술의 적용성을 이해하고 러시아 철도의 모든 면을 이해하는 계기가 되기를 희망한다.
0	"충북도와 대전시, 세종시, 충남도 등 충청권 4개 시·도의회 의장단이 중부권 거점공항인 청주국제공항을 모기지로 한 저비용항공사(LCC) 유치에 힘을 모았다."
1	"중부권 중심공항인 청주국제공항, 저당권으로."
0	"장선배 충북도의회 의장, 서금택 세종시의회 의장, 유병국 충남도의회 의장은 17일 서울 여의도 전국시·도의회의장협의회 사무소에서 청주공항 거점항공사 면허 발급을 촉구하는 공동건의문을 채택했다."
1	장순배 충청도의회 의장, 서금택 세종시의회 의장, 유병국 충남도의회 의장이 17일 전국 시·도의회에서 청주공항기지 운전면허증 발급을 촉구하는 공동안을 채택했다. 여의도 사무실."
0	제주지역 숙박업소의 공급과잉 현상으로 경영난이 심화되는 가운데 관광객 여행패턴 변화에 맞춘 장기적인 객실 공급관리 대책이 필요하다는 지적이 나왔다.
1	“제주도 숙박시설의 과잉 객실이 재정난을 가중시키고 있는 만큼 관광객의 여행 패턴 변화에 따른 장기적인 객실 수급 관리 대책이 필요하다는 지적이 나왔다.
0	한국은행은 이같은 위험요소로 숙박업체를 포함한 제주 전체 관광사업체의 평균 존속연수가 전국평균 7.4년보다 짧은 6.5년이 될 것으로 진단했다.
1	“한국은행은 이러한 위험요인으로 인해 숙박을 포함한 모든 제주관광서비스업의 평균 기대수명이 6.5년으로 전국 평균인 7.4년보다 짧은 것으로 진단했다.”
0	이번 달 발주예정인 재해복구사업은 기능복구 공사로 166건에 총사업비 176억원으로 동절기 시공 중지 기간이 끝남과 동시에 사업을 착공할 예정이다.
1	“이달로 예정된 재난복구사업은 시설복원공사 166건에 176억원이 투입돼 동계 종료 기간이 끝나는 대로 착공에 들어갈 예정”이라고 말했다.
0	"손흥민은 뒤늦게 합류한 한국 축구대표팀에서 중국전 승리를 견인했지만, 그의 소속팀 토트넘 홋스퍼 팬들의 마음은 어딘가 복잡하다."
1	"손흥민이 한국 축구 대표팀을 중국과의 승리로 이끌었지만, 토트넘 팬들은 다소 엇갈린 감정을 갖고 있다"고 말했다.
0	우선 파주시는 야당역 개통이후 이용객 및 상가입주가 점차 증가됨에 따라 주차난이 가중되고 있어 오는 2020년까지 야당역 광장부지에 총 90억원을 들여 5층 6단의 건물식 환승주차장 300면을 설치한다.
1	“인구 및 상가의 점진적인 증가로 주차난이 심화됨에 따라 파주시가 2020년까지 야당역 광장에 90억원을 투입해 6층 5층 건물형 환승주차장을 조성한다. "
0	울산시는 17일 시청에서 ‘수소경제 혁신성장의 새로운 동력’을 슬로건으로 ‘수소경제 활성화 로드맵 및 울산 미래에너지 전략 보고회’를 열었다.
1	“울산시는 17일 시청에서 '수소경제 혁신성장의 새로운 동력'이라는 슬로건으로 '수소경제 활성화 로드맵 및 울산 미래에너지 전략보고서'를 공개했다.
0	"이날 행사에는 문재인 대통령과 송철호 울산시장, 성윤모 산업부장관, 지역 국회의원, 정부부처 장차관, 기업체 대표 등 200여 명이 참석했다."
1	이날 행사에는 문재인 대통령과 송철호 울산시장, 성윤모 산업통상자원부 장관, 지역 국회의원, 기업인 등 200여명이 참석했다.
0	"울산시는 이날 행사에서 현대자동차㈜, SK가스㈜, S-OIL(주), ㈜두산, 효성중공업(주), ㈜덕양, 세종공업㈜, ㈜동희산업, 현대로템(주), ㈜자이언트드론, ㈜프로파워, (사)한국선급, (사)한국수소산업협회 등 14개 기업·기관과 ‘울산 수소경제 연관산업 고용·투자 확대’ 업무협약을 체결했다."
1	"이번 행사에서 울산시는 현대차, SK가스, 에쓰-오일, 두산 등 14개 기업/기관과 울산 수소 관련 산업 고용 및 투자 확대 사업 협약을 체결했습니다. ㈜효성중공업, ㈜덕양, ㈜세종산업, ㈜동희산업, ㈜현대로템, ㈜자이언트드론, 한국선급 ., 한국수소산업협회."
0	시는 협약에 따라 수소 전문기업 200개사 이상 발굴 육성과 수소 소재·부품 산업 지원을 위한 100만㎡ 규모의 산업단지 조성 등 ‘울산 수소 융복합밸리’ 건설을 추진하기로 했다.
1	시는 이번 협약에 따라 수소소재·부품산업 지원을 위해 200개 이상의 수소기업을 짓고 100만㎡ 규모의 산업단지를 조성해 울산 수소융합단지 밸리를 지원할 계획이다.
0	이들 기업·기관은 울산을 중심으로 수소전지차와 부품산업 생산시스템을 구축하고 고용 확대를 통한 경제 활성화에 노력하기로 했다.
1	이들 기업·기관은 자동차 부품산업의 생산체제와 함께 수소차를 구축하고 고용확대를 통해 경제를 활성화하기로 했다.
0	이번 주부터는 그 대상을 대폭 늘려 병사 38만 명 가운데 32%인 12만 명이 개인 휴대전화를 사용할 수 있게 됐다.
1	이어 “이번 주부터 지원자격을 대폭 늘려 군인 38만명 중 32%인 12만명이 휴대폰을 사용할 수 있게 됐다”고 말했다.
0	"시범운영 중 정해진 시간대 외 사용, 온라인 도박 등 약 40여 건의 부적절한 사례가 적발됐기 때문이다."
1	"시운전 과정에서 시간외 사용, 온라인 도박 등 부정 사용 적발이 40건이나 됐기 때문"이라고 말했다.
0	이 지역 오물의 80%를 저장하는 거대 파이프가 장애물에 막히면서 수백만 리터(ℓ)의 하수가 역류해 8만㎡ 면적의 지상을 뒤덮었다.
1	"이 지역 하수의 80%를 저장하는 거대한 파이프가 장애물로 막혔고 수백만 리터(l)의 하수가 뒤로 흘러 80,000㎡의 땅을 덮었습니다."
0	알츠하이머병을 이유로 법원 출석을 미루고 있는 전직 대통령 전두환씨가 골프 스코어를 암산할 정도로 인지 능력에 문제가 없다는 진술이 나왔다.
1	이어 "알츠하이머로 법정 출두를 미루고 있는 전두환 전 대통령이 머리로 골프 점수 합산을 할 정도로 인지 능력에 문제가 없다는 진단을 받았다"고 말했다.
0	한겨레신문은 17일 전씨가 자주 찾는 것으로 알려진 강원도 A골프장 전직 캐디들의 말을 인용해 전씨의 건강상태가 스스로 골프 스코어를 계산하고 암산할 정도로 양호하다고 보도했다.
1	"17일 한겨레신문은 전두환이 자주 애용하는 강원도 A골프장 출신 전 캐디들의 말을 인용해 전두환의 건강 상태가 머리로 스스로 점수를 계산할 정도로 좋다"고 보도했다.
0	중동 맹주들이 상대적으로 손쉽게 토너먼트 진출을 확정한 반면 타 지역 우승후보들은 토너먼트 진출에는 성공했지만 경기 내용이 썩 좋지 못했다.
1	"중동 챔피언은 대회 진출이 비교적 쉬운 반면, 다른 지역 우승 후보들은 대회에 성공적으로 진출했지만 좋은 활약을 펼치지 못했다."
0	토너먼트 확정 팀 중에선 중동 지역 강팀들이 상대적으로 시원시원한 경기력을 선보인 점이 먼저 눈에 띈다.
1	"결승전 팀 중 중동 강팀들의 상대적으로 좋은 성적이 주목된다."
0	이란이 첫 상대 예멘을 5대 0으로 대파한 데 이어 ‘박항서 매직’으로 기대를 모았던 베트남마저 2대 0으로 제압했다.
1	"이란이 첫 상대 예멘을 5-0으로 꺾었고, 박항서의 매직을 기대했던 베트남도 2-0 승리를 거뒀다.
0	요르단은 ‘디펜딩 챔피언’ 호주를 1대 0으로 꺾는 파란을 일으킨 데 이어 2승 1무로 조 1위를 차지했다.
1	조던은 디펜딩 챔피언 호주를 1-0으로 꺾고 2승 1무로 조 1위를 차지했다.
0	이라크는 베트남에 3대 2 한 점차 승리를 했지만 예멘을 3대 0으로 크게 이겨 16강에 조기 합류했다.
1	"이라크가 베트남을 1골 차로 3-2로 이겼지만, 예멘을 3-0으로 꺾고 16강에 일찍 진출했다."
0	"직전 2개 대회에서 각각 준우승, 우승을 차지했던 호주는 첫 상대 요르단에 0대 1로 충격패를 당하며 출발부터 삐걱댔다."
1	"지난 두 대회에서 각각 2, 1위를 차지한 호주는 첫 상대인 조던에게 0-1로 패하며 좋지 못한 출발을 겪었습니다."
0	팔레스타인에 3대 0으로 승리하며 살아나는 듯했지만 16일 시리아와의 마지막 경기에서도 3대 2로 힘겹게 승리를 가져가는 모습이었다.
1	"팔레스타인은 3-0으로 승리하며 호조를 보였지만, 16일 시리아와의 마지막 경기에서 3-2로 이기며 아슬아슬하게 이겼다."
0	지난해 4월 6일 잠실 구장에서 열릴 예정이던 두산 베어스와 NC 다이노스 경기 등 3경기가 KBO리그 역사상 처음미세먼지로 취소된 바 있다.
1	"지난해 4월 6일 잠실운동장에서 열릴 예정이었던 두산 베어스 3경기와 NC다이노스 경기가 KBO리그 역사상 처음으로 미세먼지로 취소됐다."
0	실행위원회는 또 퓨처스리그에 한해 경기 전 제출된 타순표에 지명타자로 기재된 선수가 KBO리그 현역선수 등록으로 경기 출전을 못할 경우 선발투수를 상대로 타격을 하지 않아도 교체할 수 있는 규정도 신설했다.
