text	translated
"""황해 지역은 전기, 항만, 도로, 철도 등 도시 인프라 상황을 고려했을 때 동해 지역보다 북한 자원 개발 비용이 유리하다."""	0
"""올해로 3년차를 맞은 우수브랜드 평가는 도내 15개 지자체 중 대표 브랜드가 있는 11개 시군, 대형 쌀 가공·유통업체(RPC) 28곳이 참여했다."""	0
이스라엘을 갱신하게 만들었던 ‘영적 미스바’처럼 귀한 헌신의 열매가 장애와 비장애의 벽을 거듭 허물게 되길 기대해본다.	0
"""세관과 부산지검은 멕시코 세관으로부터 정보를 받아 에콰도르를 출발해 멕시코를 거쳐 중국 톈진으로 가기 위해 부산항에 입항 중인 싱가포르 국적의 10만t급 컨테이너 선박을 20여일 간 추적, 코카인을 적발했다."""	0
영국 군인들이 사용하던 두 개의 건물을 모태로 하는 이 호텔은 당시 건물을 리노베이션해 그대로 보존하면서 그 뒤로 현대적인 신관 건물을 지었다.	0
스키어들이 25일 오후 강원 홍천군 비발디파크 스키월드에서 은빛 설원을 달릴 준비를 하며 겨울을 맞이하고 있다.	0
임성빈 총장은 “하나님의 아름다운 창조세계를 보존하고 후대에 온전한 생태환경을 물려주어야 한다”며 “그린캠퍼스 조성사업을 지속적으로 시행하겠다”고 말했다.	0
"""철도공단은 이 사업을 통해 한국 철도기술의 동토(凍土) 구간 적용가능 여부 확인, 러시아 철도 관련 사항 전반에 대해 이해할 수 있는 계기가 될 것으로 기대하고 있다."""	0
특히 지진이 발생한 8월 첫째주는 한국의 최대 휴가철이라 올해에도 상당한 한국인 관광객들이 섬을 찾았을 것으로 추정된다.	0
아시안컵 조별리그는 18일 아랍에미리트연합(UAE) 샤르자 경기장에서 북한이 레바논에 1대 4로 패배한 E조 3차전을 마지막으로 종료됐다.	0
아직 시니어 무대 데뷔 2년차에다 어린 나이인 것을 감안하면 2022년 베이징 동계올림픽에서 한국 남자선수 사상 첫 메달 수확도 기대해볼 만하다는 평이 나오고 있다.	0
신태용호는 오는 11일 세네갈과 비공개 평가전을 가진 뒤 12일 러시아 베이스캠프인 상트페테르부르크에 입성해 18일 스웨덴과 F조 조별리그 1차전을 갖는다.	0
주택가격전망 CSI는 91로 한은이 관련 통계를 작성하기 시작한 2013년 1월 이후 역대 최저 수준으로 떨어졌다.	0
이재명 경기지사가 5일 부인 김혜경씨로 추정되는 음성 공개 이후 ‘친형 정신병원 강제 입원 의혹’이 재차 불거진 것에 대해 “내일부터 힘내서 제대로 시작하겠다”는 입장을 밝혔다.	0
"""신 전 사무관은 30일 자신이 다녔던 고려대의 인터넷커뮤니티 ‘고파스’에 글을 올리고 국채 조기상환 취소, 적자국채 발행과 관련해 청와대의 강압적 지시가 있었다고 추가로 폭로했다."""	0
한반도의 운명을 가를 북·미 정상회담은 싱가포르 현지 시간으로 12일 오전 9시(한국 시간 12일 오전 10시)에 센토사섬 카펠라 호텔에서 개최된다.	0
이길영 천안서북소방서 화재대책과장은 취재진에 “사망자가 최초 신고자라고 추정한다”면서 “그 직원이 초기 천장 부위 쪽에서 불이 난 것을 초기 진화를 했다는 관계자의 말을 들었다”고 말했다.	0
"""아프간 주둔 미군은 2001년 9·11 테러 이후 17년째 나토(NATO)군과 아프간 정부의 편에 서서 탈레반, 이슬람국가(IS) 등과 싸우고 있다."""	0
"""대놓고 말만 안 했지, 비핵화 조치는 종전선언 이후에 한다는 게 정상 간 합의라고 우겨대는 모양새다."""	0
"""제주의 아름다운 가을 풍광과 독특한 농경문화를 경험할 수 있는 축제에서는 밭담 쌓기, 굽돌 굴리기 등의 체험 활동을 통해 밭담이 갖고 있는 우수한 과학기술·창의성·역사성 등을 배울 수 있다."""	0
"""시는 변호사, 법무사의 법률 자문과 국립중앙도서관, 과거 신문기사, 관보, 판례 등 정황 자료를 통해 승소를 이끌어냈다."""	0
"""이 중 49%인 7309억 달러(약 824조원)가 이라크 침공 작전에, 39%인 5843억 달러(약 659조원)가 아프간 침공 작전에 쓰였다."""	0
이에 BMW 차주 B씨는 “이해는 하지만 지상주차장에 차를 둘 경우 폭염으로 인해 더 큰 화제가 발생하는 거 아니냐”고 말했다.	0
전자랜드는 경기 내내 점수를 차곡차곡 쌓아 승리를 따낸 반면 KT는 초반 극심한 슛 난조에 시달려 패배를 피하지 못했다.	0
조이롱차는 한국법인을 설립하고 국토교통부 산하 교통안전공단 자동차안전연구원에서 국내 인증을 받는 등 ‘Made In Korea’가 선명하게 찍힌 전기차 생산을 위한 절차를 밟아갔다.	0
연명의료결정 대상 환자임에도 가족들이 미온적이자 서울대병원은 의료기관윤리위를 열어 ‘환자의 자기결정권을 존중해 중단하는 것이 바람직하다’고 결론 내렸다.	0
행정처가 강제징용 사건 재판을 매개로 정부와 청와대를 상대로 청탁하고 재판부에 영향력을 행사하려 한 과정에 전·현직 대법관이 직접 개입했거나 최소한 정황을 알고도 묵인했을 가능성이 크다는 얘기다.	0
중소벤처기업부는 지난해 9월 세대융합창업 캠퍼스사업에 전국 6개 대학·단체를 선정했는데 전국에서 대학 단독으로는 유일하게 와이즈유가 선정됐다.	0
이장군은 경기 후 “더 좋은 환경에서 훈련해서 좋은 성적을 얻을 수 있도록 도와주셨으면 좋겠다”고 소망을 밝혔다.	0
쌍용건설이 말레이시아와 아랍에미리트에서 고급빌딩 건축 공사 2건을 단독으로 따내며 해외수주 시장에서 잇따른 성과를 내고 있다.	0
인류가 재생에너지 비중을 매년 2%씩 늘릴 수 있는 최종 시한이 2035년인데 매년 5%씩 늘릴 경우 그 시한은 10년 더 늦춰질 가능성이 있다고 전망했다.	0
"""염분과 화학약품 첨가 역시 폐기물관리법상 성분 기준이 있고, 음폐수는 이 기준을 충족하기 때문에 비료 원료로 쓰는 게 불법은 아니다."""	0
와이즈유는 스마트시티공학부 1학년 김총찬(30·건축공학부) 학생이 최근 ‘방화문’ 관련 회사 ‘더 케이 인더스트리’를 창업했다고 5일 밝혔다.	0
"""신형 쏘울 실루엣에서 가장 눈에 띄는 것은 세련된 스타일의 헤드램프로, 날카로우면서도 강인하고 하이테크한 스포츠유틸리티차량(SUV)의 면모를 강조했다."""	0
엘리엇은 삼성물산·제일모직 합병과 관련해 우리 정부가 부당 개입하는 바람에 주주로서 손해를 봤다며 7000억원 넘게 배상하라는 소송을 낸 당사자다.	0
"""용화면 조동리의 첩첩산중에 둘러싸인 민주지산자연휴양림은 풍부한 피톤치드와 음이온, 맑은 공기로 삼림욕장으로서는 최적의 조건을 갖추고 있다."""	0
"""에어부산의 2018년 3분기 매출액은 지난해 동기 대비 22% 오른 4964억원, 영업이익도 303억원을 기록하면서 23% 성장했다."""	0
소장품은 미술관의 얼굴이라는 점에서 어떤 미술관이든 10년 단위의 큰 생일을 맞으면 과거를 반추하고 나아갈 방향을 짚기 위해 소장품전을 기획한다.	0
섬에 남아 있던 공룡들이 모두 세상 밖으로 모습을 드러내는 만큼 ‘쥬라기 월드: 폴른 킹덤’은 시리즈 중 가장 많은 최강의 공룡들이 대거 등장한다.	0
오타니는 16일(한국시간) 미국 캘리포니아주 애너하임의 에인절 스타디움에서 열린 2018 메이저리그 시애틀 매리너스와의 홈경기에 4번 지명 타자로 나와 1회 첫 타석 홈런을 기록했다.	0
스마트폰 중독 문제를 방치하고 있다는 비판 여론이 거세지자 자사 제품을 덜 사용하도록 유도하는 고육책을 내놓은 것이다.	0
양승태 전 대법원장 시절 대법원이 재판을 미끼로 청와대·정부·정치권에 전방위 로비를 벌인 흔적이 곳곳에서 드러나고 있다.	0
"""인천녹색연합은 “영종도를 비롯한 인천갯벌을 오래전부터 각종 목적으로 매립되어 왔지만, 땅이 없어서 생물다양성이 풍부한 갯벌을 매립하는 사업은 구시대적인 발상”이라며 “멸종위기2급야생생물이자 보호대상해양생물인 흰발농게의 주요서식지인 영종2지구 갯벌의 매립계획은 전면적으로 취소되어야 한다”고 촉구했다."""	0
다만 인근 보수단체 집회에 참여한 일부 장·노년 남성들이 무단으로 시위 구역에 침입했다가 주최 측과 경찰에 의해 쫓겨나기도 했다.	0
"""쌓는 방법에 따라 외담(한 줄 담), 접담(두 줄 담), 잣담(넓게 쌓은 담), 잡굽담(밑은 작은 돌, 위쪽은 큰 돌로 쌓은 담) 등으로 불려진다."""	0
차량 이용자들의 우려가 커지자 지난 3일 국토교통부는 정부 입장 발표문을 내고 리콜 대상 차량 이용자의 경우 운행을 자제할 것을 권고했다.	0
이차영 군수는 “괴산군이 스포츠 메카로 도약하고 충북 스포츠산업 발전을 위해서는 축구종합센터를 반드시 유치해야 한다”고 말했다.	0
지난해 사상 최대 실적을 달성하면서 받게 되는 성과급 개념의 보너스까지 모두 합하면 연봉의 85%에 해당한다.	0
"""시 산하 작업장 중 건설, 운전, 청소, 정비, 경비까지 안전사고 위험이 높은 5개 분야에 대한 실태조사부터 시작할 예정이다."""	0
조사 결과 시민 59.2%가 ‘순천이 살기 좋은 도시’로 만족했으며 이는 전년 대비 10.2% 증가한 것으로 2010년 이후 최고 수준으로 나타났다.	0
"""목표 지점을 찾지 못하는 내비게이션은 아무 쓸모가 없듯이, 하나님을 찬양하고 감사치 못하는 예배자는 존재 가치를 상실한 사람입니다."""	0
이날 사우디아라비아가 잇따라 실점하자 관중석에서 경기를 보고 있던 무함마드 빈 살만 왕세자는 당황한 모습이 역력했다.	0
앞서 지난달 29일에도 야간에 철길 숲을 이용하는 시민들의 애로사항을 파악하기 위해 오후 4시부터 어둠이 깔리는 늦은 시간까지 이 시장과 공무원들은 이곳을 현장 탐방했다.	0
"""시는 총 9곳의 ‘더불어 마을’ 사업을 추진 중이며, 올해 상반기 주민 공모를 통해 희망지 5곳을 추가로 선정하고 성과가 우수한 구역은 ‘2020년 더불어 마을’로 선정·지원할 계획이다."""	0
타결 직전 마지막 고비를 연거푸 넘지 못한 광주형 일자리는 진흙이 가득한 험로에서 벗어날 기미가 전혀 없는 상황이다.	0
마두로 대통령은 TV로 생중계되는 연설 도중에 갑자기 폭발음이 들리자 당황해서 말을 끊었고 방송도 갑자기 끊겼으며 도열한 군인들은 앞을 다투어 달아나기에 바빴다.	0
"""전문가들은 일반적으로 주식 비중을 25%, 채권 비중을 75% 안팎으로 가져갈 때 전체 포트폴리오의 손실 위험이 가장 낮다고 말한다."""	0
세 번째로 아시안컵에 출전하는 손흥민은 5일(한국시간) 트랜미어 로버스와의 FA컵 경기에서 시즌 12번째 골을 성공시키는 등 골 감각이 어느 때보다 날카롭다.	0
여름이 지나고 가을의 문턱에 들어선다는 절기상 ‘입추’를 하루 앞둔 6일 서울 마포구 하늘공원을 찾은 시민들이 주렁주렁 매달린 호박·수세미·조롱박 등 덩굴식물을 살펴보고 있다.	0
순천만국가정원과 순천만 습지 등으로 국내외에 널리 알려진 전남 순천시가 올해를 ‘2019 순천 방문의 해’로 정하고 관광객 유치에 적극 나섰다.	0
재판에서 뇌물수수 등 모든 혐의를 인정한 최 전 교육감은 기자들의 질문을 받지 않은 채 자리를 떴다.	0
이재갑 고용부 장관은 “1998년에 고용센터가 국민의 고용안정을 위해 결정적 역할을 수행했던 것처럼 고용 상황이 어려울수록 고용센터의 역할이 막중하다”고 강조했다.	0
"""대한신생아학회(회장 김기수·서울아산병원 소아청소년과 교수)는 제7회 이른둥이 희망찾기 캠페인의 일환으로 오는 10월7일까지 두 달간, ‘이른둥이 사연&사진(동영상) 공모전’을 진행한다고 6일 밝혔다."""	0
현장에 고정익 드론을 띄워 전체 모습을 촬영·송출하면 도청 대회의실에서는 현장 지상통제부와 실시간으로 소통하며 업무를 지시했다.	0
아파트가격 급등을 이끌었던 강남 3구의 경우 일부 상대적으로 저평가된 단지를 중심으로 간헐적인 거래가 있었지만 재건축이나 그동안 급등 단지에서 급매물이 나오면서 가격 하락을 이끌었다.	0
"""엄마 몸 밖으로 내놓는다는 뜻 ‘낳다’와 관련 있어 보이는 말로, 그렇게 낳음을 받아 산 햇수가 나이이겠습니다."""	0
지난 24일 오후 집단충돌 직전 조폭들을 검거한 광주경찰청은 정경채 형사과장을 팀장으로 38명의 특별수사팀을 편성해 달아난 조폭들을 계속 추적 중이다.	0
수단은 정부가 밀 수입에 대한 재정적 지원을 중단하면서 올해 초부터 밀 가격이 약 3배나 치솟았고 빵 값도 급등했다.	0
지난 3일 있었던 토트넘과 아스널의 프리미어리그(EPL) 경기에서도 아스널의 오바메양이 토트넘 원정 팬들 앞에서 골 세리머니를 하는 순간 바나나 껍질이 경기장으로 날아드는 사건이 있었다.	0
"""울산해양포럼은 해양관련 전문가, 대학교수, 언론인, 기업인 등 140여명으로 구성, 해양정책, 해양산업, 해양관광 등 해양자원의 이용과 개발 보존에 관한 새로운 사업을 발굴하기 위한 각종 연구활동을 펼친다."""	0
중국 정부가 ‘하나의 중국’이란 상징성과 과학·건설기술을 과시하기 위해 일방적으로 해저터널을 강행할 가능성도 있어 양안의 또다른 갈등 요인이 될 것이란 우려도 제기된다.	0
소비자에게 친숙한 인기 캐릭터와 브랜드같은 지식재산(IP)의 파급력이 커지자 ICT 업계가 이를 앞세워 사업영토 확장에 나선 것이다.	0
한국 근대 정치사를 이끌었다고 평가되는 이른바 ‘삼김(三金) 시대’는 김 전 총리의 별세로 이제 ‘역사’가 됐다.	0
"""리프팅의 종류에는 여러 가지가 있는데, 그 중에서도 실루엣소프트는 볼륨과 리프팅 효과를 동시에 볼 수 있어 실루엣소프트를 찾는 사람들이 연일 증가하고 있다."""	0
"""만성전립선염 환자에게 나타나는 증상들은 소변장애, 극심한 회음부 통증, 성기능저하 등이 있으며 증상 재발로 인한 정신적 스트레스도 큰 편이다."""	0
"""유저 아티스트들이 넥슨 지식재산권(IP)를 활용해 직접 만든 액세서리, 피규어, 그림, 인형 등 2차 창작물의 경우 1만 7000개가 넘게 팔렸다."""	0
"""증권사 47곳(내국계 32곳, 외국계 15곳)이 2017년 9월을 기준으로 이전 1년간 발행한 보고서(4만4528건)와 이후 1년 동안 내놓은 보고서 4만4734건을 비교했다."""	0
이 같은 아이러니는 프로배구가 단순히 경기 승패만이 아니라 끈질기게 마지막 세트까지 맞붙었는지 따지기 때문에 발생한다.	0
인천교통공사는 역사 내 연기가 발생함에 따라 완전 배기를 마친 후 이날 오후 5시49분 1170열차부터 1호선 작전역 열차운행을 정상화했다.	0
이렇듯 슈퍼리그는 지난 몇 년간 급변하는 판도에 따라 손바닥 뒤집듯 매 시즌 용병 정책을 바꿔왔다.	0
인권단체 관계자는 “지금 상태에서 사전심사를 확대하는 건 단순히 난민심사 받는 이들을 줄이려고 허들을 높이는 것”이라고 말했다.	0
"""이상화는 “소치올림픽 후 부상 때문에 힘들어 은퇴를 고민했는데, 고다이라가 도전정신을 일깨워줬다”며 “앞으로도 우정을 간직하겠다”고 고마움을 나타냈다."""	0
월드컵 출정을 앞두고 소속팀에서 백업 전력에 머물러 경기에 거의 출전하지 못했던 카바예로는 본선에서 주전으로 투입돼 논란에 휩싸였던 골키퍼다.	0
"""영국 매체 ‘미러’는 4일(현지 시간) 토트넘과 맨유가 알더베이럴트 이적에 관한 협상의 돌파구를 찾았으며, 맨유는 48시간 내로 알더베이럴트를 얻을 수 있다고 믿고 있다고 보도했다."""	0
특검은 드루킹의 댓글 조작에 대해 김 지시가 미리 알고 지시한 것으로 판단해 이날 관련된 내용을 조사할 예정이다.	0
"""양승조 지사와 나소열 정무부지사, 실·국·원·본부장, 자문위원 등 30여명이 참석한 가운데 연 이날 보고회는 민선7기 공약 실천계획 총괄보고, 공약별 보고 및 토론 등이 진행됐다."""	0
시식 후 가장 많은 시민들의 선택을 받은 팀에게는 결선 가산점이 주어진다는 사실에 결선 진출 7팀은 바로 전문가와 함께 특훈에 돌입한다.	0
"""올해 18번째 막을 올리는 KGC가 ‘The Way To Survive’를 주제로 양일간 펼쳐지는 가운데, 국내외 게임전문가의 강연을 비롯해 개발자 간 네트워킹의 장이 마련된다."""	0
이란 블로거 호세인 로나기는 “소아성애는 자유면서 춤을 추거나 아름다워지고 싶어 하는 17∼18세들은 체포된다고 하면 사람들이 웃을 것”이라며 비난했다.	0
연금 기준으로 영국군이 월 800파운드(약 117만원)를 받는 반면 구르카 용병은 월 37파운드(약 5만5000원)를 받는 데 그친다.	0
영국 언론 데일리메일은 23일(현지시간) 호주 빅토리아주 포틀랜드 바닷가에서 바닷새 무리 사이 방황하는 코알라 사진을 공개했다.	0
서울 노량진 경찰 공무원 학원 소속 강사가 조교로 일하던 여경 준비생을 상습폭행했다는 의혹이 제기되자 6일 본인이 운영하는 카페에 ‘수험생 여러분께’ 라는 제목의 글을 올렸다.	0
"""인천시(시장 박남춘)는 올 한해 글로벌 통상분쟁, 보호무역주의 파고 속에서도 어려움을 극복하고 인천 수출성장의 주인공인 관내 수출기업과 수출 유공자와 함께 2018년 인천무역의 날 행사를 13일 송도 오라카이호텔에서 한국무역협회 공동으로 개최했다."""	0
이남재 충남도 도로철도항공과장은 “설 명절을 맞아 차량 통행이 급증할 것으로 예상된다”며 “도로 점검 및 정비에 행정력을 집중해 안전하고 편안한 귀성·귀경길을 만들겠다”고 말했다.	0
전날 공시를 통해 “(암 치료제 임상 내용과 관련해) 해외 학술지에 투고한 사실이 없다”고 밝히자 주가가 급락한 것으로 풀이된다.	0
"""코스피 지수는 이날 오전 9시 전 거래일 종가(2010.00)보다 1.81포인트(0.09%) 상승한 2011.81로 출발했지만, 곧 하락세로 돌아섰다."""	0
윌리엄스는 23일(한국시간) 호주 멜버른 로드 레이버 아레나에서 열린 2019 호주 오픈 8강전에서 카롤리나 플리스코바(27·8위)에 1대 2로 패했다.	0
시는 이곳에 지역특화 전략산업 및 신성장 동력산업을 배치하고 지역 균형발전과 새로운 일자리 창출을 실현해 낙후된 북부권이 경제와 생활의 중심지로 변모할 수 있도록 할 계획이다.	0
이수정 메리츠종금증권 연구원은 10일 “지난해 12월 연준이 2019년 금리 인상 횟수를 2회로 하향 조정했지만 1회를 전망하던 시장은 환호하지 않았다”며 “시장과 연준의 눈높이가 맞는 순간이 와야 한다”고 분석했다.	0
올 한 해 금융시장을 흔들었던 미국과 중국의 무역전쟁이 이번 만남으로 봉합될 가능성은 낮다는 관측이 우세하다.	0
이정배 삼성전자 메모리사업부 D램개발실 부사장은 “혁신적인 D램 기술 개발로 초고속·초절전 차세대 라인업을 적기에 출시하게 됐다”며 “향후 프리미엄 D램 라인업을 지속적으로 늘려 프리미엄 메모리 시장의 빠른 성장세 실현에 이바지할 것”이라고 말했다.	0
이 회사는 지난 2017년 11월 한국 국토교통부에서 주최한 ‘우즈베키스탄 해외공간정보로드쇼’에 국내 15개 기업과 함께 참가해 해당 사업의 씨앗을 뿌렸다.	0
전남도선거관리위원회는 지난 6·13 지방선거와 관련해 선거구민에게 식사를 제공한 선거 예비후보자를 신고한 A씨 등 3명에게 총 1200여만 원의 포상금을 지급키로 했다고 20일 밝혔다.	0
"""시는 국비 30억원을 포함해 설계비 50억원을 이미 확보한 만큼, 도시철도 기본계획변경 승인 등 진행 중인 행정절차를 올 상반기 내에 마무리하고 3분기 중 설계에 착수한다는 방침이다."""	0
"""이날 지역경제인과의 오찬간담회에는 광주형 일자리 협상의 당사자인 정의선 현대차 수석부회장, 최창원 SK가스 부회장, 여성기업인인 이필희 필드터프승목 대표이사, 권순미 대오비전 대표, 청년기업인인 김정완 에이테크 대표 등이 참석했다."""	0
"""이 본부장은 “제주 물류의 현안과 미래대응을 위해 친환경, 에너지 자급형, 스마트 항만 구축을 해야 한다”며 “해륙복합운송을 통한 북방물류와의 연계가 필요하다”고 제안했다."""	0
"""전국 최초의 협업조직인 동해안산불방지센터는 산림청과 기상청, 강원도 산림과, 강원도소방본부, 동해안 6개 시·군 등 10개 기관 22명의 직원이 산불 방지를 위해 24시간 한 팀으로 근무한다."""	0
"""임 단장은 이어 “처음엔 축구가 아닌 야구 단장직 제안을 받아 조금 당황스러웠고, 고민이 많았다”고 털어놨다."""	0
최근 한 조사에 따르면 영국 자동차 3사(복스홀·재규어랜드로버·닛산영국법인)의 근로자 1인당 매출액은 14억9400만원으로 한국 3사(현대차·기아차·한국GM) 7억8200만원의 배에 육박한다.	0
쿠데타를 일으킨 군인들은 오전 2시50분쯤 카라카스 빈민가인 페타레 지역 군 초소를 공격해 무기를 탈취하고 장교 2명과 사병 2명을 납치했다.	0
"""이에 농구황제 마이클 조던(왼쪽)을 포함, 트럼프 대통령의 부인 멜라니아 여사와 공화당 소속 주지사까지 제임스를 두둔하면서 파문이 확산되고 있다."""	0
지난 2016년 보트 사고로 사망한 호세 페르난데스는 가족과 함께 쿠바를 탈출하다 어머니를 구하기 위해 보트에서 뛰어내리는 위험부담을 감수해야 했다.	0
원·달러 환율은 도널드 트럼프 미국 대통령의 종전선언 언급에 따른 지정학적 리스크 완화로 전 거래일보다 3.1원 하락한 1071.9원에 거래를 마쳤다.	0
"""지은희가 20일(현지시간) 미 플로리다주 레이크부에나비스타 포시즌 골프클럽에서 열린 LPGA 투어 시즌 개막전 다이아몬드 리조트 토너먼트 오브 챔피언스에서 우승, 트로피를 들고 웃고 있다."""	0
이날 기록은 우즈가 1999년 바이런 넬슨 클래식에서 기록한 61타 이후 자신의 PGA 투어 1라운드 성적으로는 가장 좋은 성적이다.	0
한국무역협회 국제무역연구원은 ‘단일국 수출기업의 현황과 수출성과 분석’ 보고서에서 한 국가로만 제품을 수출하는 ‘단일국 수출기업’이 50.3%에 달해 수출 편중으로 인한 고용 불안정과 기업 생존율 하락 등을 야기할 수 있다고 21일 분석했다.	0
연초에 목표를 세우고 반기와 연말에 평가를 받던 정기평가는 급격한 경영 환경 변화에 대응하기 위해 프로젝트별 상시 업무평가로 대체된다.	0
중국 경제가 얼마나 큰 악영향을 미칠지는 ‘한국 경제의 종합성적표’ 격인 한은 경제성장률로 확인할 수 있다.	0
이는 2017년과 지난해 각각 21.6%와 13.4%로 두 자릿수 증가율을 기록한 것과 비교하면 크게 낮은 수치다.	0
아시아경제 조인경 차장은 대학 입시에서 학생부종합전형의 공정성 논란이 끊이지 않는 가운데 소문으로만 떠돌던 ‘숙명여고 교무부장의 시험문제 유출 의혹’을 단독 보도했다.	0
김영환 바른미래당 당대표 후보와 장영하 변호사가 5일 이재명 경기도지사가 형인 고 이재선씨를 정신병원에 강제입원시켰다는 의혹과 관련해 이 지사의 형수 박인복씨가 썼다는 진술서를 공개했다.	0
서울 노원경찰서에 따르면 5일 오후 7시30분쯤 노원구 하계동의 한 아파트 단지에서 고양이와 산책하던 주민 A씨 앞 불과 3∼4m 떨어진 곳에 벽돌이 떨어졌다.	0
설령 독성물질이나 발암성분이 약간 적게 나왔다 하더라도 그것은 독약을 물에 타 희석시켜 마시는 것과 마찬가지다.	0
"""성과급의 경우 통상임금의 150%와 임금의 100%에 해당하는 우리사주 무상 지급, 페이밴드는 전 직급 확대에서 현행 제도 유지 등을 약속한 것이다."""	0
이재명씨의 조카인 이모씨는 5일 페이스북에 “이재명씨께서 트위터에 아버지 강제입원을 어머니와 제가 했다며 올린 증거는 어디서 구한 것이냐”면서 개인 정보 유출 의혹을 제기했다.	0
"""이 때문에, ‘사건과 관계가 없다’는 점을 분명하게 방송사가 밝혔다고 해도 책임을 져야하는 경우가 생길 수 있습니다."""	0
"""이기훈 하나금융투자 연구원은 “해외여행 센티먼트에 가장 민감한 일본에서 7월∼9월 초까지 지진, 폭염, 태풍 등이 일어나면서 2010년 이후 처음으로 분기 기준 송객수가 역성장할 것으로 예상된다”고 분석했다."""	0
이주열 한국은행 총재는 7일 금융·경제상황 점검회의를 주재하고 “미·중 무역분쟁의 불확실성이 재부각됐으나 현재 무역협상이 진행되고 있는 만큼 크게 불안해할 상황은 아니다”고 언급했다.	0
연천군 내 설치·신고 된 경로당 105곳에 지원되는 양곡 지원은 1곳 당 7포를 7개월 지원을 1곳 당 10포로 확대했다.	0
잦은 노사분규 및 파업 등으로 인해 ‘고임금 저효율’의 오명을 뒤집어썼던 국내 자동차산업에도 긍정적 충격요법이 기대된다.	0
청와대는 기회가 되는 대로 남북 정상회담을 비롯한 중재 정상외교에 돌입할 예정이지만 타이밍이 마땅치 않아 어려움을 겪고 있다.	0
슈퍼 커브는 올해로 탄생 60주년을 맞이하는 모델로 1958년 출시 이후 현재까지 전 세계 160개국에서 1억대 판매를 기록하며 압도적인 실용성과 경제성을 인정받고 있다.	0
원주 중앙시장의 불이 꺼질 무렵인 오후 2시5분쯤에는 평창군 방림면 계촌리 한 야산에서 불이 나 0.03㏊를 태우고 1시간여 만에 진화됐다.	0
앞서 소속팀 전북의 선배 이재성이 중동과 중국에서 오는 거액의 제안을 거절하고 스스로 연봉과 몸값을 낮춰 독일 무대를 택한 것과 비교되기도 했다.	0
피우진 국가보훈처장이 6일 강원도 홍천에 거주하는 제2연평해전 전사자인 고(故) 박동혁 병장의 부모님 자택을 방문해 박 병장의 방을 둘러보고 있다.	0
이들은 “공사 과정과 운영 과정에서 주민피해도 우려되는 상황”이라며 “현재 배곧대교 예정지 북쪽 약 2㎞지점에는 제3경인고속화도로가 위치해 시흥과 송도의 연결성을 충분히 확보된 상태로 배곧대교의 필요성은 설득력이 없다”고 주장했다.	0
이러면서 병역면탈 통로로 활용돼온 아시안게임 대표팀 구성과 프로야구 선수들의 몸값 거품 문제가 본격 제기되면서 실업야구가 하나의 대안으로 떠오르게 된 것이다.	0
실무회의에는 각 기관 팀장 및 실무자들이 참석한 가운데 고객서비스 개선방안에 대해 상호 의견 교환과 함께 향후 필요한 협업방안을 논의했다.	0
이강덕 포항시장은 “이동 제4공원 공영주차장이 완공되면 오랜 숙원이었던 대이동지역 불법 주·정차와 교통체증이 개선돼 지역상권 활성화에도 크게 기여할 것으로 보인다”고 말했다.	0
요르단전에서 1쿼터 2쿼터 각각 한 점차로 앞서가던 대표팀은 후반 개시 3분여 만에 점수차를 12점으로 순식간에 벌렸다.	0
파울루 벤투 축구대표팀 감독은 20일 오후 울산시 남구 롯데호텔에서 기자회견을 열고 2019 아시안컵에 출전할 최종 명단을 발표했다.	0
"""이밖에 캐나다 몬트리올대 요수아 벤지오 교수, 캐나다 맥길대 조엘 피노 교수, 몬트리올대 애런 쿠르빌 교수, 카이스트 양은호 교수도 강연을 했다."""	0
"""시범 매장에서는 스타벅스에서 제공하는 5종의 빨대 중, 가장 많이 사용되는 아이스 음료용 발대 1종만 종이 빨대로 대체된다."""	0
지난 9일 휴스턴 애스트로스전 이후 3경기 만에 시즌 12호 홈런을 때려낸 추신수는 아시아 출신 빅리그 선수 최다 홈런 기록을 180개로 늘렸다.	0
"""연안오염 총량관리제는 해역의 목표 수질 달성과 퇴적물 농도 유지를 위해 유입되는 오염물질의 허용 부하량을 산정, 관리하는 제도다."""	0
"""티베트불교에 깊이 빠진 티베트인들의 깊은 종교심, 험한 산악 지형, 중국의 정치체제 등이 선교를 가로막고 있다고 분석했다."""	0
현대차 노조와 민주노총이 광주형 일자리에 반대하는 것은 이미 포화 상태인 자동차 시장에서 기존 일자리를 감소시키고 업계 전반적인 임금 하락을 야기한다는 이유에서다.	0
선정된 개발사에는 입주공간에 대한 임대료와 관리비가 무상으로 지원되며 게임개발용 각종 소프트웨어·하드웨어 렌탈과 VR·모바일 테스트기기를 보유한 게임 테스트베드 이용이 가능하다.	0
“신랑이 오고 있으니 맞으러 나오라”는 이야기를 듣고 처녀들이 다 일어나서 등을 밝혀 신랑을 맞으러 나갔습니다.	0
"""소속팀 동료 선수 로페즈, 스페인 지로나에서 뛰는 백승호, 이탈리아 베로나 이승우 등의 응원 댓글도 잇따라 달렸다."""	0
평화당은 정의당과 함께 교섭단체인 ‘평화와 정의의 의원 모임’을 꾸렸지만 최근 노회찬 전 의원이 갑작스럽게 사망하면서 교섭단체 지위를 상실한 상태다.	0
